nct_id,title,trial_text
NCT05498064,A Real World Study of Ensartinib in Advanced ALK-positive NSCLC,"Inclusion Criteria:

1. Histologically or cytologically confirmed stage III b or IV NSCLC, according to the International Association for the Study of Lung Cancer staging manual in Thoracic Oncology, 8th edition.
2. Documented ALK-positive disease according to FISH , Ventana IHC ,RT-PCR or NGS;
3. Patients must have demonstrated progression during or after ALK-TKI treatment;
4. Eastern cooperative oncology group performance status (ECOG PS) of 0-2, overall survival\>3 months;
5. Patients need radiotherapy or can receive radiotherapy, such as bone metastatic lesions, intrapulmonary lesions, adrenal lesions, etc.
6. Initially general blood tests including complete blood count, biochemistry, electrolytes, and urine biochemistry were performed as a routine screening in order to identify any abnormalities.
7. Male and female patients must agree to abstain or to use two highly effective forms of contraception during the treatment period and for 90 days after the last dose of study medication.

Exclusion Criteria:

\-"
NCT07022964,CD5 CAR T-Cell Therapy for r/r T-cell Lymphomas,"Inclusion Criteria (Patients who met all the inclusion criteria were eligible for enrolment):

* Relapsed or refractory CD7-positive T-cell lymphomas that were treated with with standard chemotherapy, with poor prognosis from currently available treatments at and no available treatment options (e.g., HSCT or chemotherapy);
* Male or female, age 14-70;
* Eastern Cooperative Oncology Group (ECOG) Physical Status Score 0-2;
* life expectancy is at least 60 days;
* Subjects should be capable of understanding and signing the informed consent form prior to any screening procedures. Subjects are willing to follow the study visit schedule and associated study procedures as specified in the protocol. Candidates between the ages of 19-70 years old will need to be sufficiently aware of and capable of signing the informed consent form; underage candidates between the ages of 14-18 years old will need to be sufficiently aware of the informed consent form and their legal guardian will also need to sign the informed consent form separately.

Exclusion Criteria (Patients who fulfil any of the following criteria may not be enrolled):

* Patients with history of allogeneic HSCT but PBMNC is not available from prior- transplant donor for preparation of CAR T cells and peripheral blood tumour load \>30%; patients without history of allogeneic HSCT and peripheral blood tumour load \>30%;
* Intracranial hypertension or cerebral impaired consciousness;
* Symptomatic heart failure or severe arrhythmia;
* Symptoms of severe respiratory failure;
* With other types of malignancy;
* Diffuse intravascular coagulation;
* Serum creatinine and/or urea nitrogen ≥ 1.5 times the normal value;
* With sepsis or other uncontrollable infection;
* Suffering from uncontrollable diabetes mellitus;
* Severe mental disorders;
* Have significant intracranial lesions on cranial MRI;
* Organ transplantation (excluding haematopoietic stem cell transplantation) history;
* Female patients (patients of childbearing potential) with positive blood HCG test;
* Hepatitis (including hepatitis B and C) and positive screening for AIDS and syphilis."
NCT04115163,Biologically Optimized Infusion Schedule of Gemcitabine and Nab-Paclitaxel for the Treatment of Metastatic Pancreatic Cancer,"Inclusion Criteria:

* Participant has definitive histologically or cytologically confirmed adenocarcinoma of the pancreas. The definitive diagnosis of metastatic pancreatic adenocarcinoma will be made by integrating the histopathological data within the context of the clinical and radiographic data. Participants with islet cell neoplasms are excluded
* Patient has one or more metastatic tumors measurable by computed tomography (CT) scan (or magnetic resonance imaging \[MRI\], if patient is allergic to CT contrast media or if the tumor is difficult to delineate on CT scan) as defined by RECIST 1.1 criteria
* Non-pregnant and non-lactating

  * If a female patient is of child-bearing potential, as evidenced by regular menstrual periods, she must have a negative serum pregnancy test beta-human chorionic gonadotropin (beta-hCG) documented 72 hours prior to the first administration of study drug
  * The patient must agree to use a method of contraception considered highly effective by the investigator during the period of administration of study drug and after the end of treatment for an additional 3 months. Adequate birth control methods are defined below

    * Women will be considered of childbearing potential unless surgically sterilized by hysterectomy or bilateral tubal ligation/salpingectomy, or if they are post-menopausal (defined as absence of menses for at least 1 year). Sexually active men and women of childbearing potential who are sexually active and not willing to use a highly effective method of birth control during the trial and for at least three months after will be considered ineligible for the trial. A highly effective method of birth control is defined as one which results in a low failure rate (i.e. less than 1% per year) when used consistently and correctly, such as implants, injectables, combined oral contraceptives, some intrauterine devices (IUDs), sexual abstinence or vasectomized partner. In the event that local regulations require additional restrictions to the above definition, the patient information will specify the acceptable contraceptive methods
* Patients must have received no previous chemotherapy or investigational therapy for the treatment of metastatic pancreatic cancer. Prior adjuvant treatment is allowed as long as the last chemotherapy was \> 6 months ago. Prior use of 5-fluorouracil (5-FU) or gemcitabine administered as a radiation sensitizer or in the adjuvant setting is allowed, provided at least 2 month have elapsed since completion of the last dose and no lingering significant toxicities are present. Prior radiation is allowed as long as the planned lesion(s) to be measured were not previously radiated
* Absolute neutrophil count (ANC) \>= 1.5 x 10\^9/L (obtained =\< 14 days prior to randomization)
* Platelet count \>= 100,000/mm\^3 (100 x 10\^9/L) (obtained =\< 14 days prior to randomization)
* Hemoglobin (Hgb) \>= 9 g/dL (obtained =\< 14 days prior to randomization)
* Aspartate transaminase (AST), serum glutamic-oxaloacetic transaminase (SGOT), alanine transaminase (ALT) serum glutamic-pyruvic transaminase (SGPT) =\< 2.5 x upper limit of normal range (ULN), unless liver metastases are clearly present, then =\< 5 x ULN is allowed (obtained =\< 14 days prior to randomization)
* Total bilirubin =\< 2 x ULN (obtained =\< 14 days prior to randomization)
* Patient has Karnofsky performance status (KPS) \>= 60 or Eastern Cooperative Oncology Group (ECOG) performance status of 0-2
* Patient has been informed about the nature of the study, has agreed to participate in the study, and signed the informed consent form (ICF) prior to participation in any study-related activities

Exclusion Criteria:

* Patient has known brain metastases, unless previously treated and well-controlled for at least 3 months (defined as clinically stable, no edema, no steroids and stable in 2 scans at least 4 weeks apart)
* Patient has active, uncontrolled bacterial, viral, or fungal infection(s) requiring systemic therapy
* Patient has known active infection with human immunodeficiency virus (HIV), hepatitis B, or hepatitis C. HIV-infected patients on effective anti-retroviral therapy with undetectable viral load within 6 months are eligible for this trial
* Patient has a history of allergy or hypersensitivity to any of the study drugs or any of their excipients
* Patient has serious medical risk factors involving any of the major organ systems, or serious psychiatric disorders, which could compromise the patient's safety or the study data integrity based on the assessment of the enrolling physician
* Patient is unwilling or unable to comply with study procedures"
NCT06335693,Adjuvant Hypofractionated Radiotherapy for Prostate Cancer,"Inclusion Criteria:

1. ECOG performance status 0-2.
2. Pathologically confirmed prostate cancer and completion of radical prostatectomy.
3. Postoperative pathological staging pT 3a, pT 3b, pT 4, surgical margins (+) or N1; or serum PSA ≥0.1ng/ml at 6 weeks postoperatively; or serum PSA \<0.1ng/ml at 6 weeks postoperatively, with two consecutive persistently elevated PSA (≥0.1ng/ml) without signs of metastasis on clinical imaging (whole-body bone scan (ECT), magnetic resonance imaging (MRI), 68Ga PSMA PET/CT, etc.) .
4. Expected survival time \>5 years.
5. Voluntarily accepted this experimental study protocol after being informed of the available treatment options.

Exclusion Criteria:

1. Patients with poor recovery of continence after radical prostatectomy.
2. Patients with a history of pelvic and abdominal radiotherapy.
3. Patients who participated in other clinical trials that were repugnant to the intervention of this trial within 4 weeks prior to the start of this trial.
4. Patients with other malignancies and acute or chronic infections such as human immunodeficiency virus (HIV) (+), hepatitis C virus (HCV) (+) and/or positive syphilis.
5. Patients who are deemed unfit to participate in this clinical trial in the judgement of the investigator, for instance, patients with serious systemic diseases that, in the judgement of the investigator, may interfere with the treatment and evaluation of this trial and its compliance, including serious respiratory, circulatory, neurological, psychiatric, gastrointestinal, endocrine, immunological, urological and other systemic diseases.
6. Patients with radiotherapy-related contraindications.
7. Patients who cannot provide written informed consent and have poor adherence to treatment."
NCT06719414,Application of Amide Proton Transfer-Weighted Imaging in Predicting Pathological Complete Response After Neoadjuvant Therapy of Rectal Cancer,"Inclusion Criteria:

* Locally advanced rectal cancer(cT3-4, or cN+), resectable, histologically confirmed rectal adenocarcinoma
* Received neoadjuvant therapy before surgery
* Complete radical resection of rectal cancer and postoperative pathological examination
* Informed consent and signed the informed consent form

Exclusion Criteria:

* Poor image quality, such as severe artifacts
* Complicated with intestinal obstruction, intestinal perforation and other cases requiring surgical treatment
* The interval between preoperative MRI and surgery was more than 2 weeks
* Prior treatment for rectal cancer
* History of other malignant tumors
* Patients who cannot undergo MRI examination due to contraindications or relative contraindications
* Patients were lost to follow-up or voluntarily withdrew from the study due to adverse reactions or other reasons"
NCT01194648,Focal Therapy for Prostate Cancer Using HIFU,"1. Histologically proven prostate cancer on trans-rectal or transperineal template prostate biopsies.
2. Prostate biopsy (either TRUS or MRI Targeted or Template):

   * TRUS biopsy: up to burden bilateral disease with maximum 3mm one biopsy on non-dominant side is allowable.
   * MRI targeted and/or Template biopsy within 12 months of entry showing:
   * unilateral disease minimum 3mm of Gleason 3+3 or any Gleason 3+4 or 4+3 but not exceeding Gleason 4+3 overall OR
   * bilateral disease presence of clinically significant cancer on only one side (as determined by histological rules described above) Gleason ≤7 which is concordant with the MRI findings.
3. Stage T1-T2cN0M0 disease, as determined by local guidelines (radiological T3a permitted).
4. Serum PSA \</=20ng/ml
5. Life expectancy of \>/=10 years.
6. Signed informed consent by patient.
7. An understanding of the English language sufficient to understand"
NCT06500455,Testing Longer Duration Radiation Therapy Versus the Usual Radiation Therapy in Patients With Cancer That Has Spread to the Brain,"Inclusion Criteria:

* Pathologically (histologically or cytologically) proven diagnosis of one of the following solid tumor malignancies within 5 years prior to registration:

  * Non-small cell lung cancer
  * Melanoma
  * Breast cancer
  * Renal cell carcinoma
  * Gastrointestinal cancer
  * If the original histologic proof of malignancy is greater than 5 years, then more recent pathologic confirmation (e.g., from a systemic site or brain metastasis) or unequivocal imaging confirmation of extracranial metastatic disease (e.g. CT of the chest/abdomen/pelvis, positron emission tomography \[PET\]/CT, etc.) is required
* Patients must have at least 1 and up to 8 total intact brain metastases detected on a contrast-enhanced MRI performed ≤ 21 days prior to registration
* At least 1 of the up to 8 lesions must be a study eligible lesion, defined as lesion with a maximum diameter as measured on any orthogonal plane (axial, sagittal, coronal) of ≥ 1.0 cm and ≤ 3.0 cm
* All brain metastases must be located outside of the brainstem and ≥ 5 mm from the optic nerves or optic chiasm and ≤ 3.0 cm in maximum dimension

  * Note: brainstem metastases per the MRI within 21 days of registration are an exclusion criterion; however, if the MRI used for treatment planning performed within 7 days of SRS/FSRS reveals a brainstem metastasis, the patient remains eligible if the patient is considered an appropriate radiosurgery candidate per the local investigator
* Patients must have a diagnosis-specific graded prognostic assessment ≥ 1.5
* No more than 2 lesions planned for resection if clinically indicated
* No known leptomeningeal disease (LMD)

  * Note: For the purposes of exclusion, LMD is a clinical diagnosis, defined as positive cerebrospinal fluid (CSF) cytology and/or unequivocal radiologic or clinical evidence of leptomeningeal involvement. Patients with leptomeningeal symptoms in the setting of leptomeningeal enhancement by imaging (MRI) would be considered to have LMD even in the absence of positive CSF cytology. In contrast, an asymptomatic or minimally symptomatic patient with mild or nonspecific leptomeningeal enhancement (MRI) would not be considered to have LMD. In that patient, CSF sampling is not required to formally exclude LMD, but can be performed at the investigator's discretion based on level of clinical suspicion
* Age ≥ 18 years
* Karnofsky performance status (KPS) ≥ 60
* Negative urine or serum pregnancy test (in persons of childbearing potential) within 14 days prior to registration. Childbearing potential is defined as any person who has experienced menarche and who has not undergone surgical sterilization (hysterectomy or bilateral oophorectomy) or who is not postmenopausal
* No prior radiotherapy to the brain (partial or whole brain irradiation, SRS, FSRS, or prophylactic cranial irradiation \[PCI\])
* New York Heart Association Functional Classification II or better (NYHA Functional Classification III/IV are not eligible) (Note: Patients with known history or current symptoms of cardiac disease, or history of treatment with cardiotoxic agents, should have a clinical risk assessment of cardiac function using the New York Heart Association Functional Classification)
* No active infection currently requiring intravenous (IV) antibiotic management
* No hepatic insufficiency resulting in clinical jaundice and/or coagulation defects
* No chronic obstructive pulmonary disease exacerbation or other acute respiratory illness precluding study therapy"
NCT05091255,Cryotherapy in the Treatment of Desmoid Tumors,"Inclusion Criteria:

* histologic diagnosis of desmoid tumors
* age \> 18 years
* abdominal and extra-abdominal desmoid tumors

Exclusion Criteria:

* contraindication to the procedure by the interventional radiologist in terms of tumor proximity to neurologic/vascular structures
* retroperitoneal desmoid tumors
* age \< 18 years"
NCT06653478,Development and Demonstration of Intelligent Assessment Based on Multi-modal Information Fusion for Tumor Risk and Diagnosis and Treatment,"Inclusion Criteria:

1. Participants with the suspected of lung cancer/node, or stomach cancer/lesion, or colorectal cancer/leision
2. Participants that have signed informed consent.
3. Participants with detailed electronic medical records, image records, pathological records, multi-omics information, and other important clinical diagnostic information.
4. Healthy participants with no clinical diagnosis of lung cancer/node, or stomach cancer/lesion, or colorectal cancer/leision.

Exclusion Criteria:

1. Participants with primary clinical and pathological data missing.
2. Participants lost to follow-up.
3. Participants with too poor medical image quality to perform segment and mark ROI accurately"
NCT04948619,Immune Function and Response to Vaccination After Cancer Therapy in Pediatric Patients,"Inclusion Criteria:

1. Written informed consent, HIPAA authorization for release of personal health information, and assent, when applicable from the subject, parent, or legal guardian.
2. Age greater than or equal to 2 years and less than 22 years at the time of consent
3. Lansky/Karnofsky Performance Status of greater than 50 (ECOG less than 2) within 30 days prior to date of enrollment
4. Histological or cytological confirmation of any malignancy treated by the Pediatric Oncology team of Levine Children's Hospital
5. History of any malignant diagnosis treated with at least one cycle of cancer directed systemic therapy
6. Must be no more than 60 days from last dose of cancer directed systemic therapy at time of enrollment
7. As determined by the enrolling physician, ability of the subject and parent/caregiver to understand and comply with study procedures for the entire length of the study

Exclusion Criteria:

1. Malignant disease treated with observation, surgery, or radiotherapy alone
2. Known coexisting immunodeficiency
3. Subjects with normal baseline titers for all investigated vaccines
4. Known pregnancy
5. Documented previous severe allergic reaction to any vaccine or component of a vaccine
6. Documented current/active, severe infection, as determined by the investigator"
NCT06610019,Cardiovascular Multimodality Imaging Study,"Inclusion Criteria:

* Any adult patient (18 years or older) referred for a cardiovascular magnetic resonance (CMR) imaging study in the Montefiore Health System

Exclusion Criteria:

* Any patient who does not meet above criteria"
NCT06848400,Capsule Gastric Endoscopy for Gastric Disease Screening in Simulated Home Scenarios,"Inclusion criteria

1. Aged 18 years or older.
2. Individuals meeting the following criteria:

   i. Healthy volunteers; ii. Suspected presence of gastrointestinal diseases, with one or more of the following clinical symptoms: abdominal pain, nausea, vomiting, hematemesis, black or bloody stools, loss of appetite, bloating, or indigestion; iii. Follow-up of gastric lesions post-endoscopic resection.
3. Willing to participate voluntarily in the clinical trial and provide written informed consent.
4. Capable of communicating with researchers and complying with trial requirements.

Exclusion criteria

1. Pregnant individuals.
2. Individuals at high risk of gastrointestinal obstruction, including those identified as being at risk of gastrointestinal stenosis based on the Gastrointestinal Stenosis Assessment Form, those in whom gastrointestinal obstruction cannot be clinically excluded, or individuals with a history of gastrointestinal surgery, severe motor dysfunction, or pseudobulbar palsy.
3. Individuals with swallowing dysfunction.
4. Individuals deemed unfit for surgery or unwilling to undergo any surgical procedures.
5. Participants who are unable to comprehend and/or comply with physician instructions during the examination.
6. Individuals with other medical risks that contraindicate the use of a capsule gastric endoscopy system, or those deemed unsuitable for participation in this study at the discretion of the investigator."
NCT07196644,A Study to Assess Adverse Events and Change in Disease Activity in Participants 12 Years of Age or Older With Locally Advanced or Metastatic Solid Tumors That Harbor MET Amplification Receiving Intravenously Infused Telisotuzumab Adizutecan,"Inclusion Criteria:

* Locally advanced/metastatic solid tumors with documented MET amplification via Local next generation sequencing (NGS) or Central NGS via FoundationOne Companion Diagnostic (F1CDx).
* Eastern Cooperative Oncology Group (ECOG) Performance Status of 0 to 1
* Measurable disease at baseline per Response Evaluation Criteria in Solid Tumors (RECIST) version 1.1 or Response Assessment in Neuro-Oncology (RANO) criteria as appropriate to tumor type.
* Received prior systemic therapy appropriate for their tumor type and stage of disease and who have no satisfactory alternative therapy for advanced solid tumors that would be expected to provide a substantial survival benefit for their tumor type.
* If participant has central nervous system (CNS) metastasis, these should be clinically asymptomatic or radiologically stable (i.e., without evidence of progression after definitive treatment

Exclusion Criteria:

* Current, historical, or suspected (non-infectious) interstitial lung disease (ILD)/pneumonitis that required steroids.
* Any major, life-threatening conditions and life expectancy should be at least 12 weeks."
NCT06522932,PET Imaging Study of 64Cu-GRIP B for Patients Receiving CD19-directed CAR-T Therapy,"Inclusion Criteria:

1. Disease characteristics, as defined by:

   1. Histologically-confirmed relapsed/refractory non-Hodgkin lymphoma (NHL) with at least one prior line of therapy.
   2. Planned treatment with a commercially available CD19 targeting CAR-T cell product.
2. Willing to undergo post-treatment tumor biopsies and has safely accessible soft tissue lesion.
3. Age \>= 18 years.
4. Ability to understand and the willingness to sign a written informed consent document.
5. Eastern Cooperative Oncology Group (ECOG) performance status \<2 (Karnofsky \>60%).
6. Individuals with treated brain metastases are eligible if follow-up brain imaging after central nervous system (CNS)-directed therapy shows no evidence of progression.
7. Individuals with new or progressive brain metastases (active brain metastases) or leptomeningeal disease are eligible if the treating physician determines that immediate CNS specific treatment is not required and is unlikely to be required during the first cycle of therapy.
8. Individuals with a prior or concurrent malignancy whose natural history or treatment does not have the potential to interfere with the safety or efficacy assessment of the investigational regimen are eligible for this trial. The effects of 64Cu-GRIP B on the developing human fetus are unknown. For this reason, participants of childbearing potential must agree to use adequate contraception: all participants should use barrier protection for the duration of study participation and for one month after last administration of study intervention. Should a participant become pregnant or suspect they are pregnant while they or their partner are participating in this study, they should inform their treating physician immediately. Male participants treated or enrolled on this protocol must also agree to use adequate contraception prior to the study, for the duration of study participation, and one month after last administration of study treatment.

Exclusion Criteria:

1. Any condition that, in the opinion of the Principal Investigator, would impair the participant's ability to comply with study procedures.
2. Pregnant participants are excluded from this study because the effects of 64Cu-GRIP B on the developing human fetus are unknown. There is an unknown but potential risk for adverse events in nursing infants secondary to treatment of the nursing parent with 64Cu-GRIP B, breastfeeding should be discontinued if the nursing parent receives 64Cu-GRIP B.
3. Hypersensitivity to 64Cu-GRIP B or any of its excipients."
NCT07369921,Pediatric Pilonidal Sinus Surgical Treatment,"Inclusion Criteria:

* having sacrococcygeal pilonidal sinus disease
* written informed (family) consent were eligible for inclusion in this trial

Exclusion Criteria:

* Being over 18 years old or under 12 years old
* recurrent sacrococcygeal pilonidal sinus disease"
NCT04442516,Cisplatin Induced Kidney Toxicity,"Inclusion Criteria:

* Adult participants: Initiating treatment with CisP (≥75 mg/m2) for head/neck or lung cancers at one of the Adult participating sites; 18 years of age or older.
* Paediatric participants: Initiating treatment with CisP for any cancer diagnosis at one of the Pediatric participating sites; greater than 3 months of age.
* All participants: Consent to participate in the study.

Exclusion Criteria:

* Diagnosis of chronic kidney disease (CKD) at baseline (glomerular filtration rate \<60 mL/min/1.73m2, determined by chart review of either formal glomerular filtration rate testing, 24 hour creatinine creatinine clearance of age-appropriate serum creatinine-based estimated glomerular filtration rate equations; past kidney transplant)
* Previous use of any nephrotoxic drugs included on the provided Excluded Nephrotoxic Medications list in the two weeks prior to initiation of CisP treatment
* Previous use of CisP
* Previous radiotherapy (total body irradiation or abdominal radiation only) in the last 1 month prior to study
* Previous hematopoietic stem cell transplant
* Any chronic or acute health condition that the investigator feels would render the patient inappropriate for this study, including but not limited to significant uncontrolled cardiorespiratory, hepatic, infectious, or renal disease at the discretion of the investigator"
NCT06764316,A First-in-human Study to Learn About the Safety of BAY 3547926 and How Well it Works in Participants With Advanced Liver Cancer,"Inclusion Criteria:

* Locally advanced or metastatic and/or unresectable HCC (hepatocellular carcinoma) with histological or cytological confirmation, or non-invasive diagnosis as per American Association for the Study of Liver Diseases (AASLD) criteria in participants with a confirmed diagnosis of cirrhosis.
* Demonstrated positive centrally confirmed GPC3 expression by immunohistochemistry (IHC) on tumor sample.
* Disease not amenable to, or progressive disease after, curative surgery and/or locoregional therapies of established efficacy such as resection, local ablation, chemoembolization.
* Eastern Cooperative Oncology Group (ECOG) Performance Status (PS) of 0 or 1.
* At least one measurable lesion by computed tomography (CT) scan or magnetic resonance imaging (MRI) according to Response Evaluation Criteria in Solid Tumours (RECIST) 1.1. as assessed by local site Investigator within 28 days prior to the start of the study treatment.
* Adequate bone marrow and organ function

Exclusion Criteria:

* Fibrolamellar HCC, sarcomatoid HCC, and mixed hepatocellular/cholangiocarcinoma subtypes.
* Participants with a history or clinical evidence of CNS metastases, unless they meet specific criteria
* History of encephalopathy ≥ Grade 2 within the past 12 months
* Clinically significant ascites"
NCT00026884,Collection of Serum and Tissue Samples From Patients With Biopsy-Proved or Suspected Malignant Disease,"* INCLUSION CRITERIA:
* Adult and minor patients with biopsy-proven malignant disease
* Adult and minor patients suspected of having a malignant disease
* Patients who have or are suspected of having an inherited genitourinary malignant disorder
* Participants must be \>= 2 years of age
* Family members (related by blood) of patients who have or are suspected of having a malignant disease or an inherited genitourinary malignant disorder.
* All patients and guardians, for children younger than 18 years of age, must sign an informed consent document indicating their understanding of the investigational nature and the risks of this study before any protocol related studies are performed. Patients under the age of 18 but who are age 13 or older will be asked to sign an assent document prior to participation.

EXCLUSION CRITERIA:

\- Subjects whose co-morbidities preclude surgical intervention."
NCT02834884,SPECTA: Screening Cancer Patients for Efficient Clinical Trial Access,"* Patients with pathologically confirmed selected tumor types (at site or centrally);
* Mandatory availability of adequate human biological material (HBM);
* Centrally performed confirmation of HBM adequacy in terms of quality and quantity for SPECTA downstream project requirements;
* Age ≥ 12 years;
* Absence of any psychological, familial, sociological or geographical condition potentially hampering compliance with the study protocol and follow-up schedule;
* Written informed consent according to applicable legal and ethical requirements;"
NCT06275919,Regorafenib for Recurrent Grade 2 and 3 Meningioma (MIRAGE Trial),"Inclusion Criteria:

* Subject must understand and voluntarily sign an ICF prior to any study-related assessments/procedures being conducted
* Patients capable of taking oral medication
* Subject is willing and able to adhere to the study visit schedule and other protocol requirements.
* Histological diagnosis of grade 2 or grade 3 meningioma according to the WHO 2021 classification
* Radiologically documented progression of any existing tumor with an estimated planar growth \>25% (bidirectional) in the last 12 months or appearance of new lesions
* Ineligible for further surgery and/or radiotherapy
* at least 1 Measurable lesion (minimum 10 x 10mm) on baseline MRI
* Eastern Cooperative Oncology Group performance status (ECOG PS) of 0 to 1 (or KPS ³70)
* Male or female ≥ 18 years of age
* Subjects must have life expectancy of at least 6 months
* Paraffin-embedded tumor tissue available (mandatory)
* Dosage of dexamethasone or equivalent steroid within 7 days prior the randomization ≤4mg/die
* Stable or decreasing dosage of steroids for 7 days prior to the randomization.
* Adequate cardiac function and adequate liver, renal and hematological function
* Subject must have the following laboratory values at screening within 14 days before starting Regorafenib:
* Absolute neutrophil count (ANC) ≥ 1.5 x 109/L without growth factor support for 7 days (14 days if subject received pegfilgrastim).
* Hemoglobin (Hgb) ≥10 g/dL
* Platelet count (plt) ≥100x 109/L
* Serum potassium concentration within normal range, or correctable with supplements
* Serum glutamic oxaloacetic transaminase (SGOT)/aspartate aminotransferase (AST) and serum glutamate pyruvic transaminase (SGPT)/alanine aminotransferase (ALT) ≤ 3.0 x Upper Limit of Normal (ULN).
* Serum total bilirubin ≤ 1.5 x ULN
* Serum creatinine ≤ 1.5 x ULN or measured glomerular filtration rate (GFR) ≥ 50 mL/min/1.73 m2 using an exogenous filtration marker such as iohexol, inulin, 51Cr EDTA or 1125 iothalamate, or creatinine clearance of ≥ 50 mL/min using Cockroft-Gault equation.
* Serum albumin \> 3.5 g/dL
* PT (or INR) and APTT within normal range
* For women who are not postmenopausal (i.e., \< 2 years after last menstruation) or surgically sterile (absence of ovaries and/or uterus) and who are sexually active: agreement to use an adequate method of contraception (oral contraceptives, intrauterine contraceptive device, or barrier method of contraception in conjunction with spermicidal jelly) during the Treatment period and for at least 6 months after the last dose of study drug.
* For male patients who are partners of premenopausal women: agreement to use a barrier method of contraception during the Treatment period and for at least 6 months after the last dose of study drug.
* Participants with type I diabetes mellitus, hypothyroidism only requiring hormone replacement, skin disorders (such as vitiligo, psoriasis, or alopecia) not requiring systemic treatment, or conditions not expected to recur in the absence of an external trigger are permitted to participate.
* 19\. Patients with measurable, progressive meningioma who received radiation therapy are potentially eligible but need to show evidence of progression at least 24 weeks from completion of radiation therapy.

Exclusion Criteria:

* Prior antineoplastic therapy for meningioma
* Subject incapacitated to understand and voluntarily sign an ICF prior to any study-related assessments/procedures being conducted
* Are taking strong cytochrome P (CYP) CYP3A4 inhibitors (eg, clarithromycin, indinavir, itraconazole, ketoconazole, nefazodone, nelfinavir, posaconazole, ritonavir, saquinavir, telithromycin, voriconazole) or strong CYP3A4 inducers (eg, carbamazepine, phenobarbital, phenytoin, rifampin, St. John's Wort)
* Are taking strong UGT1A9 inhibitors (e.g. mefenamic acid, diflunisal and niflumic acid)
* Receiving additional, concurrent, active therapy for Meningioma outside of the trial.
* Disease outside the brain (ie. spinal cord or bone or metastasis to a distant organ)
* Candidate for urgent palliative intervention for primary disease (e.g., impending herniation) as judged by the Investigator
* History of allergy or hypersensitivity to any of the study treatments or any of their excipients.
* In the presence of therapeutic intent to anticoagulate the patient:,INR or PT and aPTT not within therapeutic limits (according to the medical standard in the institution)
* Unable or unwilling to undergo brain MRI scans with intravenous (IV) gadolinium
* History of another malignancy in the previous 3 years, with a disease-free interval of\< 3 years. Patients with prior history of in situ cancer or basal or squamous cell skin cancer are eligible.
* Serious, non-healing wound, ulcer, bone fracture, or abscess.
* Any cerebrovascular accident (including transient ischemic attacks) within the last 6 months prior to initiation of study treatment.
* Have an ongoing infection with severity of Grade 2 or above (CTCAE 5.0)
* Any hemorrhage or bleeding event that is ≥ Grade 3 based on the National Cancer Institute (NCI) Common Terminology Criteria for Adverse Event (CTCAE), Grade 2 intracranial hemorrhage, or persistent thrombotic/embolic event within 4 weeks prior to the start of study medication.
* Uncontrolled or severe cardiac disease (e.g., history of unstable angina, myocardial infarction, coronary stenting, or bypass surgery within the last 6 months prior to initiation of study treatment), symptomatic congestive heart failure, serious uncontrolled cardiac arrhythmia (including atrial flutter/fibrillation), requirement for inotropic support or use of devices for cardiac conditions (e.g.,pacemakers/defibrillators), or hypertension (participants with systolic blood pressure\[BP\] of \> 160 mmHg or diastolic BP of \> 100 mmHg despite optimal medical management are to be excluded).
* History of interstitial lung disease, history of slowly progressive dyspnea and unproductive cough, sarcoidosis, silicosis, idiopathic pulmonary fibrosis, pulmonary hypersensitivity pneumonitis, or symptomatic pleural effusion.
* Active, known, or suspected auto-immune disease, including systemic lupus erythematosus, Hashimotos thyroiditis, scleroderma, polyarteritis nodosa, or auto-immune hepatitis.
* Known history of hepatitis B, human immunodeficiency virus (HIV), or active hepatitis C infection requiring treatment with antiviral therapy. Note: HIV testing is not required in the absence of clinical suspicion.
* History of bleeding diathesis (irrespective of severity).
* Uncontrolled intercurrent illness including (e.g., symptomatic ascites), but not limited to ongoing or active infection.
* Persistent ≥ Grade 3 Lipase (\> 2.0 - 5.0 x upper limit of normal \[ULN\] with signs or symptoms; \> 5.0 x ULN and asymptomatic).
* Persistent proteinuria \> 3.5 g/24 hours measured by urine protein creatinine ratio from a random urine sample (≥ Grade 3, CTCAE 5.0)
* Have any malabsorbition condition
* Any condition that could make the subject noncompliant with the study procedures and/or study requirements, as judged by the Investigator (for example: cognitive impairment, psychiatric illness, etc)."
